3600.2,1.200274,0.0008485335317460317
3600.4,1.200269,0.0007419063492063492
3620.4,1.198129,9.120087301587302e-05
3640.4,1.196268,6.28842261904762e-05
3660.4,1.194012,5.344303571428571e-05
3680.4,1.192209,4.399436507936508e-05
3700.4,1.190015,2.511827380952381e-05
3720.4,1.188202,1.0555797619047619e-05
3740.4,1.186316,1.766905753968254e-06
3760.4,1.1841,-4.250775793650794e-06
3780.4,1.182263,-5.817833333333334e-06
3800.4,1.180118,-8.943005952380952e-06
3820.4,1.178244,-8.592236111111111e-06
3840.4,1.175961,-1.1622938492063491e-05
3860.4,1.174139,-1.0850416666666667e-05
3880.4,1.172064,-1.3024172619047619e-05
3900.4,1.170239,-1.2201458333333333e-05
3920.4,1.16835,-1.116275e-05
3940.4,1.166168,-1.3708896825396825e-05
3960.4,1.164346,-1.266224603174603e-05
3980.4,1.162201,-1.4603609126984127e-05
4000.4,1.160309,-1.3607819444444444e-05
4020.4,1.158115,-1.5923075396825397e-05
4040.4,1.156314,-1.4835492063492062e-05
4060.4,1.154111,-1.671345238095238e-05
4080.4,1.152237,-1.5308291666666665e-05
4100.4,1.150385,-1.4170654761904763e-05
4120.4,1.148196,-1.6605492063492065e-05
4140.4,1.146378,-1.5147875000000001e-05
4160.4,1.144168,-1.7310172619047618e-05
4180.4,1.142358,-1.604836111111111e-05
4200.4,1.140158,-1.8289863095238096e-05
4220.4,1.138287,-1.7214775793650795e-05
4240.4,1.136435,-1.5978186507936508e-05
4260.4,1.13425,-1.796699603174603e-05
4280.4,1.132394,-1.6810835317460316e-05
4300.4,1.130225,-1.9009420634920633e-05
4320.4,1.128363,-1.796524007936508e-05
4340.4,1.126416,-1.7708434523809523e-05
4360.4,1.124463,-1.867218650793651e-05
4380.4,1.12261,-1.7605646825396824e-05
4400.4,1.120297,-1.96353373015873e-05
4420.4,1.118427,-1.862280357142857e-05
4440.4,1.116278,-2.0539781746031747e-05
4460.4,1.114468,-1.918409126984127e-05
4480.4,1.112192,-2.1972599206349207e-05
4500.4,1.11033,-2.0691150793650792e-05
4520.4,1.108463,-1.9671186507936508e-05
4540.4,1.106308,-2.171746031746032e-05
4560.4,1.104413,-2.0525277777777777e-05
4580.4,1.102203,-2.3303710317460318e-05
4600.4,1.10036,-2.2095079365079363e-05
4620.4,1.098181,-2.4401150793650796e-05
4640.4,1.096292,-2.3599226190476192e-05
4660.4,1.094193,-2.6208869047619048e-05
4680.4,1.092358,-2.553218253968254e-05
4700.4,1.090454,-2.46694246031746e-05
4720.4,1.088303,-2.7003174603174603e-05
4740.4,1.086392,-2.648517857142857e-05
4760.4,1.084259,-2.856706349206349e-05
4780.4,1.082315,-2.8655257936507937e-05
4800.4,1.080447,-2.7945535714285714e-05
4820.4,1.078278,-3.0141765873015874e-05
4840.4,1.076401,-2.9540158730158732e-05
4860.4,1.074176,-3.22644246031746e-05
4880.4,1.072302,-3.12021626984127e-05
4900.4,1.070102,-3.360246031746032e-05
4920.4,1.068256,-3.246388888888889e-05
4940.4,1.066052,-3.535986111111111e-05
4960.4,1.064066,-3.44045238095238e-05
4980.4,1.062222,-3.350035714285714e-05
5000.4,1.06004,-3.580204365079365e-05
5020.4,1.058276,-3.4795515873015876e-05
5040.4,1.056009,-3.781557539682539e-05
5060.4,1.054141,-3.684730158730159e-05
5080.4,1.051981,-3.937702380952381e-05
5100.4,1.050113,-3.8400059523809525e-05
5120.4,1.048227,-3.828418650793651e-05
5140.4,1.046011,-4.075626984126984e-05
5160.4,1.044134,-3.993636904761905e-05
5180.4,1.041989,-4.275648809523809e-05
5200.4,1.040094,-4.18031746031746e-05
5220.4,1.037891,-4.529839285714286e-05
5240.4,1.035959,-4.45006746031746e-05
5260.4,1.033829,-4.7101924603174604e-05
5280.4,1.031976,-4.653287698412699e-05
5300.4,1.030151,-4.559359126984127e-05
5320.4,1.027927,-4.918047619047619e-05
5340.4,1.026086,-4.852099206349206e-05
5360.4,1.023993,-5.133378968253969e-05
5380.4,1.022073,-5.106345238095238e-05
5400.4,1.020197,-5.032607142857143e-05
5420.4,1.018015,-5.411464285714286e-05
5440.4,1.01618,-5.3757916666666666e-05
5460.4,1.014023,-5.669482142857143e-05
5480.4,1.012265,-5.664777777777778e-05
5500.4,1.010126,-6.0828492063492065e-05
5520.4,1.008224,-6.0202797619047617e-05
5540.4,1.006174,-6.318765873015873e-05
5560.4,1.004181,-6.356517857142858e-05
5580.4,1.002353,-6.388003968253969e-05
5600.4,1.000265,-6.852944444444444e-05
5620.4,0.9984085,-6.829440476190476e-05
5640.4,0.9962738,-7.270450396825397e-05
5660.4,0.9944245,-7.232551587301588e-05
5680.4,0.9922699,-7.727853174603174e-05
5700.4,0.9903442,-7.708468253968254e-05
5720.4,0.9884644,-7.77029761904762e-05
5740.4,0.9863586,-8.097498015873015e-05
5760.4,0.9844971,-8.097978174603174e-05
5780.4,0.9823181,-8.572509920634921e-05
5800.4,0.9804489,-8.526978174603175e-05
5820.4,0.9783127,-8.984176587301587e-05
5840.4,0.9764313,-8.902742063492064e-05
5860.4,0.9742492,-9.447085317460317e-05
5880.4,0.9724151,-9.36378373015873e-05
5900.4,0.9704819,-9.361011904761905e-05
5920.4,0.9684097,-9.766875e-05
5940.4,0.9665039,-9.674242063492064e-05
5960.4,0.9643494,-0.00010273005952380952
5980.4,0.9625015,-0.00010197724206349206
6000.4,0.9603027,-0.0001063514880952381
6020.4,0.958464,-0.00010540244047619048
6040.4,0.9565979,-0.00010463077380952382
6060.4,0.9544373,-0.00010968652777777777
6080.4,0.9525604,-0.00010863083333333332
6100.4,0.9504242,-0.0001128217857142857
6120.4,0.9485229,-0.00011196585317460318
6140.4,0.9464111,-0.00011563478174603174
6160.4,0.9444138,-0.00011562295634920635
6180.4,0.9425278,-0.00011469624999999999
