3600.2,1.249542,0.00024786917293233084
3600.4,1.249612,0.0002255434837092732
3620.4,1.247687,7.893646616541353e-05
3640.4,1.245673,6.518966165413533e-05
3660.4,1.243643,5.5308659147869675e-05
3680.4,1.241766,3.3442067669172934e-05
3700.4,1.239548,1.021808521303258e-05
3720.4,1.237689,-8.844106516290727e-08
3740.4,1.235495,-5.31540977443609e-06
3760.4,1.23367,-6.404563909774436e-06
3780.4,1.231787,-6.528026315789473e-06
3800.4,1.229568,-8.702657894736841e-06
3820.4,1.227649,-8.575680451127818e-06
3840.4,1.225583,-1.0185289473684211e-05
3860.4,1.223666,-1.0028552631578946e-05
3880.4,1.221445,-1.1970179197994987e-05
3900.4,1.219614,-1.1624785714285713e-05
3920.4,1.217673,-1.1336431077694236e-05
3940.4,1.215527,-1.287593984962406e-05
3960.4,1.213589,-1.269799498746867e-05
3980.4,1.21142,-1.4654874686716791e-05
4000.4,1.209485,-1.4347907268170426e-05
4020.4,1.207352,-1.617828320802005e-05
4040.4,1.20549,-1.5828546365914786e-05
4060.4,1.20321,-1.8085338345864662e-05
4080.4,1.201376,-1.7766378446115285e-05
4100.4,1.199463,-1.7526077694235588e-05
4120.4,1.197302,-1.9446140350877194e-05
4140.4,1.195474,-1.918606516290727e-05
4160.4,1.193289,-2.154605263157895e-05
4180.4,1.191446,-2.120404761904762e-05
4200.4,1.189285,-2.3030213032581452e-05
4220.4,1.187421,-2.271219298245614e-05
4240.4,1.185303,-2.4232243107769424e-05
4260.4,1.183353,-2.472048872180451e-05
4280.4,1.181454,-2.4458483709273182e-05
4300.4,1.17933,-2.6360513784461148e-05
4320.4,1.177539,-2.6085375939849623e-05
4340.4,1.175323,-2.832580200501253e-05
4360.4,1.173462,-2.8030413533834584e-05
4380.4,1.171573,-2.765998746867168e-05
4400.4,1.169437,-2.9436390977443608e-05
4420.4,1.167551,-2.8921704260651627e-05
4440.4,1.165353,-3.0894812030075186e-05
4460.4,1.163507,-3.039280701754386e-05
4480.4,1.161346,-3.207145363408521e-05
4500.4,1.159494,-3.1192944862155383e-05
4520.4,1.157605,-3.037833333333333e-05
4540.4,1.155402,-3.195597744360902e-05
4560.4,1.15368,-3.099839598997494e-05
4580.4,1.151523,-3.2185538847117796e-05
4600.4,1.149649,-3.087264411027569e-05
4620.4,1.147452,-3.240424812030075e-05
4640.4,1.145615,-3.083068922305764e-05
4660.4,1.143472,-3.191005012531328e-05
4680.4,1.141595,-3.049380952380952e-05
4700.4,1.139709,-2.9091403508771928e-05
4720.4,1.137524,-3.0390939849624056e-05
