3600.2,1.270399,9.918319e-05,0.00019679204365079364
3600.4,1.270474,8.397978e-05,0.00016662654761904762
3620.4,1.268298,3.360044e-05,6.666753968253968e-05
3640.4,1.266397,2.650265e-05,5.258462301587301e-05
3660.4,1.264624,1.447697e-05,2.8724146825396826e-05
3680.4,1.262488,4.382071e-06,8.694585317460317e-06
3700.4,1.260629,-7.940098e-08,-1.57541626984127e-07
3720.4,1.258411,-3.078999e-06,-6.109125e-06
3740.4,1.256506,-3.830757e-06,-7.6007083333333324e-06
3760.4,1.254391,-5.163986e-06,-1.0246003968253968e-05
3780.4,1.25249,-5.021761e-06,-9.963811507936508e-06
3800.4,1.250265,-6.134808e-06,-1.2172238095238097e-05
3820.4,1.248401,-5.786226e-06,-1.1480607142857144e-05
3840.4,1.246527,-5.52747e-06,-1.096720238095238e-05
3860.4,1.244351,-6.276136e-06,-1.2452650793650793e-05
3880.4,1.242474,-5.788251e-06,-1.1484625e-05
3900.4,1.240247,-6.746804e-06,-1.3386515873015872e-05
3920.4,1.238358,-6.20326e-06,-1.2308055555555556e-05
3940.4,1.236215,-6.930367e-06,-1.3750728174603176e-05
3960.4,1.234344,-6.507837e-06,-1.2912375e-05
3980.4,1.232214,-7.003558e-06,-1.3895948412698413e-05
4000.4,1.230301,-6.673893e-06,-1.324185119047619e-05
4020.4,1.228397,-6.289745e-06,-1.2479652777777777e-05
4040.4,1.226251,-6.870111e-06,-1.3631172619047618e-05
4060.4,1.224316,-6.445555e-06,-1.2788799603174604e-05
4080.4,1.222113,-7.304561e-06,-1.4493176587301588e-05
4100.4,1.22027,-6.738805e-06,-1.337064484126984e-05
4120.4,1.218082,-7.465889e-06,-1.4813271825396825e-05
4140.4,1.216238,-6.960065e-06,-1.3809652777777776e-05
4160.4,1.214178,-7.112394e-06,-1.4111892857142857e-05
4180.4,1.212152,-7.331662e-06,-1.4546948412698412e-05
4200.4,1.210242,-6.802985e-06,-1.349798611111111e-05
4220.4,1.208038,-7.503969e-06,-1.4888827380952381e-05
4240.4,1.206293,-7.001811e-06,-1.3892482142857142e-05
4260.4,1.204102,-7.852633e-06,-1.558062103174603e-05
4280.4,1.202234,-7.355574e-06,-1.4594392857142857e-05
4300.4,1.200314,-6.855151e-06,-1.3601490079365079e-05
4320.4,1.198163,-7.53263e-06,-1.4945694444444444e-05
4340.4,1.196268,-7.088808e-06,-1.4065095238095239e-05
4360.4,1.194055,-7.905974e-06,-1.568645634920635e-05
4380.4,1.192239,-7.388752e-06,-1.4660222222222222e-05
4400.4,1.190027,-8.031167e-06,-1.593485515873016e-05
4420.4,1.188254,-7.498963e-06,-1.4878894841269841e-05
4440.4,1.186362,-7.150695e-06,-1.4187886904761904e-05
4460.4,1.184174,-7.850514e-06,-1.557641666666667e-05
